#This file maps hg38's rsem gene IDs to gene symbols
#Nir + Michael (Header), March 2015
#Gene RSEM ID	Gene Sybmol	Nir Type
gene36963	SNRPB2	1
gene44032	MBOAT7_variant1	1
gene46024	MBOAT7_variant2	1
gene43140	MBOAT7_variant3	1
gene45267	MBOAT7_variant4	1
gene46066	MBOAT7_variant5	1
gene44530	MBOAT7_variant6	1
gene36509	MBOAT7_variant7	1
gene45965	MBOAT7_variant8	1
gene44939	MBOAT7_variant9	1
gene45620	MBOAT7_variant10	1
gene25154	MIR196A2	2
gene38154	FLJ45139	3
gene17025	ERICH1	1
gene16983	LINC00244	2
gene8831	LOC102724779	2
gene38023	KRTAP19-8	1
gene41015	HAUS7	1
gene20598	MKX	1
gene3924	OR2M3	1
gene37291	RPN2	1
gene19531	MIR6081	2
gene11659	LOC102723391	2
gene9214	MIR5091	2
gene33366	HSF5	1
gene4948	RPS14P5	1
gene36246	SNAR-A10	2
gene3333	C4BPA	1
gene1886	CD101	1
gene14031	DOPEY1	1
gene17850	TERF1	1
gene31732	GSE1	1
gene23480	UCP3	1
gene12889	HIST1H1D	1
gene38665	IGLV3-13	4
gene29033	SNORD116-8	2
gene31609	LOC283922	1
gene4244	OST4	1
gene22174	OR52E6	1
gene18466	BREA2_variant1	2
gene42298	BREA2_variant2	2
gene11413	CKMT2	1
gene37464	SLC13A3	1
gene26477	N4BP2L1	1
gene19409	RPS10P3	1
gene9030	HAUS3	1
gene23551	RSF1	1
gene30778	CCP110	1
gene17249	LONRF1	1
gene36497	CACNG6	1
gene6090	RNF11P1	1
gene28272	CEP128	1
gene10026	LRIT3	1
gene7888	DPPA4	1
gene4297	LOC100505774	2
gene10180	SLC25A31	1
gene25481	KCNMB4	1
gene39268	DENND6B	1
gene16194	RABL5	1
gene36167	CGB8	1
gene22473	HSP90AA2	1
gene31806	GALNS	1
gene27604	CIDEB	1
gene10826	gene10826	3
gene23827	LOC101928506	2
gene33831	MIR6786	2
gene25910	LOC100506734	1
gene773	ZSCAN20	1
gene20606	RPSAP10	1
gene12893	HIST1H2BH	1
gene20121	BRD3	1
gene17347	LOC101929211	1
gene11781	LYRM7	1
gene41626	LOC102723580	1
gene6155	LOC101927665	2
gene31667	LOC102467146	2
gene39573	MAGEB10	1
gene28410	SERPINA3	1
gene191	SLC45A1	1
gene12335	MIR3912	2
gene33572	KCNJ16	1
gene18321	KNOP1P5	1
gene642	LOC644961	1
gene40135	PABPC1L2B	1
gene7506	CABYRP1	1
gene34690	ZNF57	1
gene14152	FBXL4	1
gene9887	RPL35AP11	1
gene10074	UGT8	1
gene9753	BMP2K	1
gene34805	SLC25A23	1
gene5911	RAPGEF4-AS1	2
gene26711	RNASEH2B-AS1	2
gene11780	HINT1	1
gene9309	MIR4275	2
gene4754	SFXN5	1
gene20954	RHOBTB1	1
gene9657	SLC4A4	1
gene2630	SUMO1P3	1
gene30030	GOLGA6L17P_variant1	1
gene42789	GOLGA6L17P_variant2	1
gene1926	HSD3BP5	1
gene814	MAP7D1	1
gene9512	LOC102724537	2
gene6165	AOX1	1
gene1465	CYR61	1
gene23757	JRKL	1
gene29530	TMOD3	1
gene25628	EEA1	1
gene34635	PLK5	1
gene5233	IL1R1	1
gene34974	ILF3-AS1	2
gene33058	RPL29P31	1
gene25738	LOC101928981	2
gene18091	HRSP12	1
gene27910	KTN1	1
gene17921	FABP9	1
gene31210	PHKB	1
gene40450	TBC1D8B	1
gene18083	LAPTM4B	1
gene35619	TMEM147	1
gene20206	LCN8	1
gene26848	RPL35AP31	1
gene34260	SYT4	1
gene20146	C9orf62	1
gene4525	GPR75	1
gene22163	TRIM5	1
gene35978	APOC1	1
gene29190	ARHGAP11B_variant1	1
gene43928	ARHGAP11B_variant2	1
gene619	ARID1A	1
gene36310	SIGLECL1	1
gene39977	RRAGB	1
gene7861	LINC00883	2
gene26170	LOC102724051	2
gene1048	UQCRH	1
gene41022	RPL18AP16	1
gene25204	OR6C3	1
gene10680	SDHA	1
gene25497	gene25497	3
gene36664	ZNF17	1
gene29574	ZNF280D	1
gene23147	VEGFB	1
gene7175	GEMIN2P2	1
gene6934	COLQ	1
gene34181	gene34181	3
gene32361	DRG2	1
gene20385	LOC101928171	2
gene24506	KLRB1	1
gene4024	MIR7515	2
gene34389	ALPK2	1
gene38614	IGLV1-50	4
gene6847	FANCD2	1
gene43814	DUSP8_variant1	1
gene42361	DUSP8_variant2	1
gene21974	DUSP8_variant3	1
gene15432	LOC101928927	2
gene8932	SENP5	1
gene3730	SNORA14B	2
gene40092	IL2RG	1
gene7316	CCDC51	1
gene9349	KLF3	1
gene34705	FZR1	1
gene40457	LOC644563	1
gene2804	MIR1255B2	2
gene25127	ESPL1	1
gene27598	GMPR2	1
gene3389	ARPC3P2	1
gene6335	ERBB4	1
gene7300	MAP4	1
gene7122	LOC101928234	2
gene4663	gene4663	3
gene28051	GPHN	1
gene3926	OR2T33	1
gene31302	SLC6A2	1
gene636	RPL18AP5	1
gene12725	HIVEP1	1
gene18565	DMRT1	1
gene15664	LOC101929246	1
gene11404	ANKRD34B	1
gene18966	LOC102724322	2
gene18759	MIR31	2
gene6477	HSPA9P1	1
gene35634	HSPB6	1
gene35103	IER2	1
gene36868	PCNA-AS1	2
gene32580	LOC101927018	2
gene40691	AIFM1	1
gene11082	LOC102467080	2
gene12272	MIR146A	2
gene26920	LOC102724076	2
gene26339	SACS-AS1	2
gene12925	TRNAR2	3
gene11617	EPB41L4A	1
gene2160	NUDT4P1	1
gene9246	RPS7P6	1
gene10989	LOC101926940	2
gene38697	RTDR1	1
gene38498	ARVCF	1
gene30013	MEX3B	1
gene5488	LOC101927834	2
gene17432	FBXO16	1
gene16856	ZNF783	1
gene12958	TRNAA-AGC_variant1	3
gene13868	TRNAA-AGC_variant2	3
gene12956	TRNAA-AGC_variant3	3
gene13903	LOC441155	1
gene40060	LINC00269	2
gene39111	MIR33A	2
gene7270	RTP3	1
gene11350	ZBED3	1
gene23734	KDM4D	1
gene28020	LOC102723809	2
gene17369	SLC25A37	1
gene25876	FAM109A	1
gene15589	LOC101928831	1
gene12323	LOC257358	2
gene23403	MIR6754	2
gene4540	CLHC1	1
gene22626	AMBRA1	1
gene38590	IGLVIV-64	4
gene13957	LOC102724032	2
gene37278	C20orf24	1
gene12673	DSP	1
gene24883	RPL21P101	1
gene33557	FAM20A	1
gene21995	LINC01150	2
gene13588	LOC101929425	2
gene27632	LINC00645	2
gene3722	IRF2BP2	1
gene24347	gene24347	3
gene40030	MSN	1
gene15317	EPDR1	1
gene25027	SMARCD1	1
gene19095	LOC102724904	1
gene5307	SH3RF3	1
gene36407	ZNF347	1
gene24879	RPS27P21	1
gene33772	MIR4739	2
gene5111	KCNIP3	1
gene31379	PRSS54	1
gene4709	PCBP1-AS1	2
gene23590	COX5BP4	1
gene3023	RGS16	1
gene34288	TCEB3CL	1
gene22733	OR4C46	1
gene8059	MIR5002	2
gene28484	RTL1	1
gene21641	LOC101927600	2
gene8756	gene8756	3
gene14589	gene14589	3
gene27609	NFATC4	1
gene41754	LOC728323_variant1	2
gene43394	LOC728323_variant2	2
gene6759	LOC728323_variant3	2
gene5945	MIR933	2
gene2218	CA14	1
gene12807	PRL	1
gene40649	STAG2	1
gene1058	MOB3C	1
gene26113	gene26113	3
gene194	RPL7P11	1
gene32256	gene32256	3
gene23702	SCARNA9	1
gene32563	SNORD42B	2
gene3337	CD55	1
gene27503	TRAJ9	3
gene11421	RPS23	1
gene3241	LINC00260	2
gene12981	TRNAS7	3
gene39911	SSX2	1
gene23517	SNORD15A	2
gene5231	LINC01127	2
gene30453	SYNGR3	1
gene16719	TRBV24-1_variant1	4
gene42180	TRBV24-1_variant2	4
gene2336	LOC101927988	2
gene31335	NUP93	1
gene29748	SMAD3	1
gene21382	TBC1D12	1
gene5769	RPL7AP22	1
gene5129	FAHD2CP	1
gene42596	IGHVIII-5-2_variant1	4
gene28744	IGHVIII-5-2_variant2	4
gene24719	gene24719	3
gene22143	OR51Q1	1
gene42406	OR9G9	1
gene24973	CACNB3	1
gene5738	GALNT13	1
gene24458	LOC101060060	2
gene27353	OR5AU1	1
gene7335	PRKAR2A	1
gene3011	CACNA1E	1
gene235	PEX14	1
gene26979	MIR19A	2
gene15070	LOC101927609	2
gene31421	CMTM1	1
gene37447	PLTP	1
gene6240	RAPH1	1
gene4336	MIR558	2
gene1132	LOC724060	1
gene40677	LOC101928522	2
gene30932	LOC101928215	2
gene9607	UGT2B26P	1
gene32023	MINK1	1
gene38472	SLC25A1	1
gene30808	SNX29P1	1
gene16842	EZH2	1
gene13499	KRT18P9	1
gene32856	GRB7	1
gene32085	RNASEK	1
gene11066	PELO	1
gene27315	TRNAL15	3
gene42562	IGHD3-22_variant1	1
gene28710	IGHD3-22_variant2	1
gene27025	LOC101927385	2
gene31870	LOC101930517	1
gene20272	C9orf37	1
gene26854	BORA	1
gene31332	MT1IP	1
gene938	LEPRE1	1
gene34599	R3HDM4	1
gene5581	LOC150776	1
gene23179	MIR192	2
gene14227	LINC00222	2
gene24764	REP15	1
gene18456	ZC3H3_variant1	1
gene42288	ZC3H3_variant2	1
gene20588	ACBD5	1
gene34935	LOC100996288	2
gene36801	TMC2	1
gene33828	CCDC137	1
gene9595	UGT2B15_variant1	1
gene41804	UGT2B15_variant2	1
gene7540	DNASE1L3	1
gene32870	MIR6884	2
gene32425	RPL17P43	1
gene20700	TMEM161BP1	1
gene6107	LOC101927366	2
gene33125	MAP3K14	1
gene17298	RPL10AP11	1
gene8922	RPS29P3	1
gene11812	CCNI2	1
gene39788	LOC101060049	1
gene6580	PDE6D	1
gene16425	gene16425	3
gene40585	NKRF	1
gene2449	CLK2_variant1	1
gene41693	CLK2_variant2	1
gene37661	LOC101928158	2
gene19801	TNFSF15	1
gene19429	SECISBP2	1
gene3690	SPRTN	1
gene23389	LOC101928473	2
gene14104	GABRR2	1
gene35504	URI1	1
gene19075	ATP5A1P5	1
gene20688	PCAT5	2
gene3853	LOC101928139	2
gene16536	ST13P7	1
gene17094	FAM90A5P	1
gene40235	LOC101928065	1
gene38950	APOL4	1
gene7912	SLC9C1	1
gene36880	GPCPD1	1
gene23046	RPS2P37	1
gene37716	STMN3	1
gene31736	LOC101928502	2
gene19838	RAB14	1
gene6864	SLC6A1-AS1	2
gene30188	HDDC3	1
gene6393	CXCR2	1
gene1582	LOC102723542	1
gene37176	COMMD7	1
gene1975	EMBP1	1
gene7451	LINC00696	2
gene37455	CD40	1
gene36625	LOC101928968	2
gene31425	DYNC1LI2	1
gene38387	LOC101929350	2
gene1272	EFCAB7	1
gene41064	GDI1	1
gene29963	LOC646938	1
gene4126	VSNL1	1
gene24170	HEPN1	1
gene36190	PIH1D1	1
gene23407	KRTAP5-9	1
gene14649	RAET1G	1
gene33108	EFTUD2	1
gene32224	LOC644070	1
gene11732	gene11732	3
gene6849	FANCD2OS	1
gene45325	ZNF311_variant1	1
gene44221	ZNF311_variant2	1
gene41912	ZNF311_variant3	1
gene13168	ZNF311_variant4	1
gene45690	ZNF311_variant5	1
gene43502	ZNF311_variant6	1
gene44667	ZNF311_variant7	1
gene1177	HSPB11	1
gene21644	MIR6715B	2
gene38819	LOC102724925	2
gene2940	RPS29P5	1
gene25167	LOC102724030	2
gene25756	LOC101929036	2
gene3905	OR2W3	1
gene3140	ATP6V1G3_variant1	1
gene41696	ATP6V1G3_variant2	1
gene38480	UFD1L	1
gene16479	STRIP2	1
gene31562	LOC102723786	2
gene35564	WTIP	1
gene35651	THAP8	1
gene14183	HACE1	1
gene6918	C3orf20	1
gene9790	SCD5	1
gene5755	CDK7PS	1
gene27909	KTN1-AS1	2
gene8876	LSG1	1
gene23860	LOC101928586	2
gene16280	GPR22	1
gene4138	LOC101928196	2
gene40668	ACTRT1	1
gene33626	GRIN2C	1
gene8286	ARMC8	1
gene39996	KRT8P17	1
gene32427	SLC47A1	1
gene25638	LOC102724944	2
gene24693	LOC728688	1
gene21843	LOC100134362	1
gene42181	MTRNR2L6_variant1	1
gene16720	MTRNR2L6_variant2	1
gene32578	DHRS13	1
gene34502	C18orf63	1
gene5306	SH3RF3-AS1	2
gene32947	KRTAP17-1_variant1	1
gene43022	KRTAP17-1_variant2	1
gene6650	AGAP1-IT1	2
gene15375	gene15375	3
gene27850	SETP2	1
gene3532	LOC101927143	2
gene18669	PES1P2	1
gene10879	LOC503540	1
gene36186	CCDC155	1
gene15240	CRHR2	1
gene9563	gene9563	3
gene44564	KIR3DL2_variant1	1
gene44143	KIR3DL2_variant2	1
gene44093	KIR3DL2_variant3	1
gene44580	KIR3DL2_variant4	1
gene44567	KIR3DL2_variant5	1
gene43268	KIR3DL2_variant6	1
gene44049	KIR3DL2_variant7	1
gene44172	KIR3DL2_variant8	1
gene43303	KIR3DL2_variant9	1
gene43295	KIR3DL2_variant10	1
gene46106	KIR3DL2_variant11	1
gene43349	KIR3DL2_variant12	1
gene44618	KIR3DL2_variant13	1
gene44082	KIR3DL2_variant14	1
gene43283	KIR3DL2_variant15	1
gene36550	KIR3DL2_variant16	1
gene43329	KIR3DL2_variant17	1
gene45272	KIR3DL2_variant18	1
gene45629	KIR3DL2_variant19	1
gene43360	KIR3DL2_variant20	1
gene44160	KIR3DL2_variant21	1
gene43341	KIR3DL2_variant22	1
gene44591	KIR3DL2_variant23	1
gene46000	KIR3DL2_variant24	1
gene44606	KIR3DL2_variant25	1
gene44110	KIR3DL2_variant26	1
gene43314	KIR3DL2_variant27	1
gene43368	KIR3DL2_variant28	1
gene44182	KIR3DL2_variant29	1
gene44122	KIR3DL2_variant30	1
gene44068	KIR3DL2_variant31	1
gene44537	KIR3DL2_variant32	1
gene44947	KIR3DL2_variant33	1
gene42604	IGHV1-14_variant1	4
gene28752	IGHV1-14_variant2	4
gene8198	ATP2C1	1
gene36866	TMEM230	1
gene38274	KRTAP10-1	1
gene36138	MAMSTR	1
gene27413	TRAV22	4
gene11906	EGR1	1
gene4246	KHK	1
gene35746	IFNL3	1
gene39279	LOC102724608	2
gene10586	STOX2	1
gene7463	DNAH1	1
gene25668	MIR3685	2
gene4688	PROKR1	1
gene15954	ABCB1	1
gene14101	LOC101929004	2
gene21832	CTAGE7P	1
gene30243	RPL31P55	1
gene39840	GAGE12C	1
gene32364	LLGL1	1
gene21111	USP54	1
gene10529	LOC102723577	2
gene5064	IGKV1D-42	4
gene39162	SCUBE1	1
gene30533	ZSCAN10	1
gene39937	HUWE1	1
gene18041	CDH17	1
gene11204	CD180	1
gene13793	IL17A	1
gene25704	TMPO	1
gene3163	MROH3P	3
gene26189	LOC101928629	1
gene11528	LOC101926909	2
gene30050	HDGFRP3	1
gene22592	ACCS	1
gene11006	OXCT1	1
gene28191	LTBP2	1
gene30101	FABP5P9	1
gene30195	SV2B	1
gene23502	LOC102724544	2
gene35820	CYP2A6	1
gene7458	PPM1M	1
gene12578	LOC101927691	2
gene43178	GP6_variant1	1
gene45634	GP6_variant2	1
gene44542	GP6_variant3	1
gene44952	GP6_variant4	1
gene45277	GP6_variant5	1
gene46006	GP6_variant6	1
gene36556	GP6_variant7	1
gene44055	GP6_variant8	1
gene46052	GP6_variant9	1
gene46112	GP6_variant10	1
gene6432	CRYBA2	1
gene14871	LOC102723672_variant1	2
gene43807	LOC102723672_variant2	2
gene42096	LOC102723672_variant3	2
gene4881	LOC100996478	2
gene46054	EPS8L1_variant1	1
gene36558	EPS8L1_variant2	1
gene44954	EPS8L1_variant3	1
gene44544	EPS8L1_variant4	1
gene44057	EPS8L1_variant5	1
gene43180	EPS8L1_variant6	1
gene45636	EPS8L1_variant7	1
gene45279	EPS8L1_variant8	1
gene46008	EPS8L1_variant9	1
gene46114	EPS8L1_variant10	1
gene17836	EYA1	1
gene35509	LOC101927254	2
gene33295	TOB1-AS1	2
gene26620	GTF2F2	1
gene16871	TRNAC3	3
gene7989	PLA1A	1
gene31756	RPL7AP63	1
gene17797	PPP1R42	1
gene42764	LOC102724979	2
gene15185	HOXA10-AS	2
gene19147	MIR4477A	2
gene24873	PPHLN1	1
gene2019	LOC101929804	1
gene17278	RPL9P20	1
gene32097	DLG4	1
gene17374	STC1	1
gene17777	LOC101929722	2
gene4053	CPSF3	1
gene13804	TMEM14A	1
gene9521	LOC101928815	2
gene32237	MYH3	1
gene22337	SPON1	1
gene21444	HOGA1	1
gene2465	YY1AP1	1
gene3079	PLA2G4A	1
gene7944	RPS10P4	1
gene44888	PRKRAP1_variant1	1
gene45910	PRKRAP1_variant2	1
gene16799	OR2A5	1
gene34515	ZNF516	1
gene12865	HIST1H2BB	1
gene762	RNF19B	1
gene18108	MIR875	2
gene33907	CLUL1	1
gene3912	OR2AK2	1
gene14921	LOC101927181	2
gene40448	MIR548AN	2
gene35130	SAMD1	1
gene36766	RSPO4	1
gene33987	RPS4XP19	1
gene22396	LDHA	1
gene40066	MIR676	2
gene27835	ATP5S	1
gene27290	TTC5	1
gene41054	TEX28	1
gene43409	LOC101928993_variant1	2
gene11238	LOC101928993_variant2	2
gene23918	LOC100506870	1
gene23288	RBM14-RBM4	1
gene16136	SPDYE3	1
gene7053	RPL21P40	1
gene17196	TDH	1
gene5600	ANKRD30BL	1
gene17878	CRISPLD1	1
gene36805	SNORA51	2
gene27730	NKX2-1-AS1	2
gene4237	DPYSL5	1
gene6093	INPP1	1
gene31820	ANKRD11	1
gene2792	LOC101928512	2
gene23595	CKS1BP4	1
gene27306	RNASE9	1
gene23384	FGF4	1
gene46142	ND4	1
gene25461	CPM	1
gene1443	UOX	1
gene3812	PLD5	1
gene28492	gene28492	3
gene14687	FBXO5	1
gene35890	LOC732229	1
gene34967	ATG4D	1
gene5044	IGKV1D-27	4
gene36796	TGM3	1
gene13572	MTCH1	1
gene30461	MIR6511B-1	2
gene21034	HK1	1
gene19774	CDC26	1
gene6279	MIR7845	2
gene18024	LOC101926956	2
gene44455	LOC101929163_variant1	2
gene43750	LOC101929163_variant2	2
gene45554	LOC101929163_variant3	2
gene42050	LOC101929163_variant4	2
gene3823	gene3823	3
gene30146	TICRR	1
gene19748	DNAJC25-GNG10	1
gene39761	CXXC1P1	1
gene36718	ZNF497	1
gene10433	MIR4454	2
gene4087	LINC00570	2
gene41485	CDY1B	1
gene34832	ARHGEF18	1
gene23514	ARRB1	1
gene22514	PIGCP1	1
gene3745	LOC101927906	2
gene29885	SCAMP5	1
gene15956	RUNDC3B	1
gene24882	ADAMTS20	1
gene7503	IL17RB	1
gene20099	SNORD24	2
gene9207	gene9207	3
gene24044	MCAM	1
gene30833	POLR3E	1
gene2907	SNORD81	2
gene555	GRHL3	1
gene20113	ADAMTSL2	1
gene6781	LOC100130207	3
gene39310	LOC102724713	2
gene21422	RPL13AP5	1
gene28420	CLMN	1
gene27436	TRAV39	4
gene6630	UGT1A4	1
gene8916	TM4SF19-AS1	2
gene36977	OVOL2	1
gene39633	LOC100420326	1
gene9010	LOC101928676	2
gene25291	RDH16	1
gene7827	ZBTB11-AS1	2
gene38932	TOM1	1
gene18059	LOC100506538	2
gene20470	LOC102724013	2
gene33788	SLC26A11	1
gene1594	gene1594	3
gene24088	LOC101929267	2
gene20533	LOC100130992	2
gene39378	VCX	1
gene24937	PFKM	1
gene20900	SGMS1	1
gene4568	gene4568	3
gene34130	RIOK3	1
gene16749	TRBV30_variant1	4
gene42212	TRBV30_variant2	4
gene39228	GRAMD4	1
gene12547	LOC102577426	2
gene15408	MIR4649	2
gene17426	ELP3	1
gene3433	ABHD17AP3	1
gene5130	GPAT2	1
gene38638	IGLV2-34	4
gene1633	HIAT1	1
gene888	PPT1	1
gene30809	NPIPB3	1
gene41787	MUC4_variant1	1
gene44626	MUC4_variant2	1
gene44185	MUC4_variant3	1
gene8896	MUC4_variant4	1
gene44962	MUC4_variant5	1
gene45280	MUC4_variant6	1
gene43395	MUC4_variant7	1
gene45637	MUC4_variant8	1
gene12983	TRNAR17	3
gene36196	SNORD34	2
gene35551	LOC100996681	2
gene16161	GNB2	1
gene39196	NUP50	1
gene38885	MIR3928	2
gene11000	C7	1
gene6413	RQCD1	1
gene31523	MIR1538	2
gene1982	LOC101927452	2
gene39337	AKAP17A_variant1	1
gene41144	AKAP17A_variant2	1
gene38288	IMMTP1	1
gene37357	LOC101927159	2
gene29361	MIR626	2
gene25406	LEMD3	1
gene18063	PLEKHF2	1
gene11775	HSPA8P4	1
gene25036	RPL26P33	1
gene12464	LOC102724657	1
gene15182	HOXA7	1
gene31670	DYNLRB2	1
gene11168	DIMT1	1
gene10633	LOC102723906	2
gene7065	CNOT10	1
gene3007	MR1	1
gene36583	MIR6805	2
gene11525	LIX1	1
gene2676	TRNAG7	3
gene41090	F8	1
gene16172	ACHE	1
gene7212	TCAIM	1
gene30523	TNFRSF12A	1
gene17351	EGR3	1
gene38535	SERPIND1	1
gene36073	MIR3191	2
gene31078	ZNF267	1
gene23617	FNTAP1	1
gene19880	ZBTB6	1
gene16327	PPP1R3A	1
gene319	LOC102724825	2
gene6838	PRRT3	1
gene4355	RPL21P36_variant1	1
gene41730	RPL21P36_variant2	1
gene2080	TXNIP	1
gene16922	ATG9B	1
gene10343	PET112	1
gene35815	RAB4B-EGLN2	2
gene34226	MIR187	2
gene30905	IL27	1
gene27812	RPL36AL	1
gene36280	KLK15	1
gene8456	RAP2B	1
gene35568	SCGB2B2	1
gene12624	LOC728344	1
gene22017	TRPM5	1
gene37168	KIF3B	1
gene17193	MTMR9	1
gene8102	gene8102	3
gene20812	FAM25B	1
gene7637	LINC00870	2
gene5495	POLR2D	1
gene20006	C9orf114	1
gene14093	LOC101928936	2
gene4350	MYADML	1
gene1103	DMRTA2	1
gene20334	LINC00703	2
gene26432	CYP51A1P2	1
gene34280	RNF165	1
gene9334	LOC101928721	2
gene19932	MVB12B	1
gene40278	LOC102724167	2
gene37852	C21orf15	2
gene39943	FAM120C	1
gene19254	LOC102723702	2
gene31429	CA7	1
gene18035	TMEM67	1
gene13558	KCTD20	1
gene24515	KLRF1	1
gene17779	LINC00967	2
gene14495	LOC102723463	2
gene9823	MIR4452	2
gene807	AGO1	1
gene4462	PRKCE	1
gene11787	LOC728637	1
gene19778	WDR31	1
gene26303	SKA3	1
gene29121	gene29121	3
gene32755	TBC1D3F_variant1	1
gene42929	TBC1D3F_variant2	1
gene22110	OR51L1	1
gene19044	LOC102724580	1
gene43406	LOC100288711_variant1	1
gene10655	LOC100288711_variant2	1
gene7385	MST1R	1
gene38967	gene38967	3
gene21897	DUX4L10	1
gene1172	GLIS1	1
gene36084	NAPA	1
gene22601	PRDM11	1
gene1320	DIRAS3	1
gene32094	ASGR2	1
gene8196	PIK3R4	1
gene32270	RPS18P12	1
gene38224	NDUFV3	1
gene8886	PPP1R2	1
gene5085	ACTR3BP2	1
gene964	MIR6735	2
gene2013	LOC102724504	2
gene34026	LOC101927511	2
gene4292	FOSL2	1
gene6448	TUBA4A	1
gene18480	EPPK1	1
gene38289	KRTAP12-1	1
gene18454	RHPN1	1
gene10697	ZDHHC11	1
gene36338	RPL7P51	1
gene24858	MUC19	1
gene11437	EDIL3	1
gene41608	LOC100505874	2
gene2115	LINC00624	2
gene28637	KIF26A	1
gene22377	SERGEF	1
gene25139	NPFF	1
gene3438	LOC101929612	2
gene10140	TMEM155	1
gene37524	PTPN1	1
gene33202	SKAP1	1
gene33130	LOC102724345	2
gene20880	ERCC6-PGBD3	5
gene11821	LEAP2	1
gene21924	IFITM3	1
gene12269	SLU7	1
gene40615	CT47A12	1
gene40109	LOC101059915	1
gene3996	LOC101927493	1
gene35262	B3GNT3	1
gene36197	SNORD35A	2
gene33840	ANAPC11	1
gene6142	HSPE1-MOB4	1
gene42963	GPR179_variant1	1
gene32802	GPR179_variant2	1
gene28961	MIR1268A	2
gene5467	NIFK	1
gene9889	gene9889	3
gene38453	LOC101929738	1
gene13035	TRNAT15	3
gene31672	CDYL2	1
gene6298	CRYGD	1
gene10761	LOC442132	1
gene32475	HP08942	2
gene11618	EPB41L4A-AS1	2
gene7163	ZNF619	1
gene13642	TOMM6	1
gene40292	NAP1L3	1
gene8548	B3GALNT1	1
gene10671	LOC102724703	2
gene38046	TCP10L	1
gene1899	GDAP2	1
gene35615	DMKN	1
gene30840	USP31	1
gene20024	NTMT1	1
gene38742	RPS10P29	1
gene13911	LOC102723883	2
gene39878	NUDT11	1
gene27845	PYGL	1
gene36773	SNPH	1
gene2960	LOC101928866	2
gene18152	RPL5P24	1
gene27666	NUBPL	1
gene14020	LOC101928714	2
gene15234	NOD1	1
gene37456	CDH22	1
gene6584	MIR1471	2
gene38181	DSCAM	1
gene3437	VDAC1P10	1
gene4720	FAM136A	1
gene33340	AKAP1	1
gene28371	RIN3	1
gene35908	PSG2	1
gene27227	MED15P6	1
gene33200	LOC101929078	1
gene9149	USP17L13	1
gene12617	LOC100507336	2
gene43644	PSORS1C1_variant1	1
gene44362	PSORS1C1_variant2	1
gene44806	PSORS1C1_variant3	1
gene45456	PSORS1C1_variant4	1
gene45111	PSORS1C1_variant5	1
gene13311	PSORS1C1_variant6	1
gene26663	MED4-AS1	2
gene22982	OOSP2	1
gene5788	LY75	1
gene17911	OCIAD2P1	1
gene12928	TRNAA29	3
gene35135	LPHN1	1
gene3069	gene3069	3
gene12346	LOC100130394	1
gene11909	HSPA9	1
gene11260	LOC101929599	1
gene38870	SLC35E4	1
gene15256	LSM5	1
gene28019	ZBTB1	1
gene21247	GRID1-AS1	2
gene39706	DUSP21	1
gene15880	SRRM3	1
gene17566	GINS4	1
gene32362	MYO15A	1
gene13914	LOC101928307	2
gene40995	CSAG4	1
gene16904	GIMAP7	1
gene30480	RPS16P7	1
gene4470	ATP6V1E2	1
gene31317	MT4	1
gene23700	LOC642897	1
gene22665	NUP160	1
gene30791	ACSM2A	1
gene34592	MIR3187	2
gene26444	LINC00544	2
gene12201	HAND1	1
gene26414	GSX1	1
gene12596	SERPINB1	1
gene10378	FGA	1
gene15454	IGFBP1	1
gene18591	SLC1A1	1
gene31107	LOC102724101	1
gene10278	FREM3	1
gene36370	ZNF766	1
gene30982	GDPD3	1
gene39172	PNPLA5	1
gene30178	IQGAP1	1
gene28209	FOS	1
gene35953	ZNF226	1
gene13912	gene13912	3
gene28219	C14orf1	1
gene16261	PUS7	1
gene32210	LOC102724287	2
gene25280	BAZ2A	1
gene37705	KCNQ2_variant1	1
gene43184	KCNQ2_variant2	1
gene29490	SECISBP2L	1
gene40797	CT45A5	1
gene28514	SNORD114-11	2
gene828	LINC01137	2
gene4305	C2orf71	1
gene38458	PRODH	1
gene37864	RBM11	1
gene7756	EPHA6	1
gene13994	LOC101928570	2
gene32217	NTN1	1
gene14906	LOC102723800	2
gene36130	SPACA4	1
gene30984	CORO1A	1
gene16811	OR2A42	1
gene25328	OS9	1
gene29324	C15orf57	1
gene4279	SLC4A1AP	1
gene32165	MIR4314	2
gene8933	NCBP2	1
gene13416	GPSM3_variant1	1
gene45901	GPSM3_variant2	1
gene44879	GPSM3_variant3	1
gene45548	GPSM3_variant4	1
gene43744	GPSM3_variant5	1
gene42044	GPSM3_variant6	1
gene45198	GPSM3_variant7	1
gene25890	ADAM1A	1
gene11914	SIL1	1
gene20026	ASB6	1
gene17192	RPL19P13	1
gene33495	MIR3064	2
gene22526	LOC646120	1
gene31770	TRNAM13	3
gene14818	UNC93A	1
gene19764	SNX30	1
gene36716	A1BG	1
gene4415	gene4415	3
gene43196	C21orf62_variant1	1
gene38053	C21orf62_variant2	1
gene24596	LOH12CR2	2
gene19231	LOC100996482	1
gene2111	FMO5	1
gene35549	CEBPG	1
gene7318	ATRIP	1
gene275	TNFRSF1B	1
gene1551	FAM69A	1
gene38890	PATZ1	1
gene40919	MIR509-3	2
gene39270	LOC101928756	1
gene20562	THNSL1	1
gene37936	JAM2	1
