chr,start,end,CD8,Treg_Foxp3_all,oreganno
chr8,112132083,112132866,,,735.0
chr8,113462885,113463504,221.0,,
chr8,114119545,114120214,623.0,,
chr8,114500166,114500914,340.0,,
chr8,116976539,116977034,,,447.0
chr8,117702219,117702526,239.0,,
chr8,119028568,119029105,,,486.0
chr8,119076147,119076544,397.0,,
chr8,119114158,119114863,333.0,,
chr8,119159819,119160316,,497.0,
chr8,119576971,119577509,277.0,,
chr8,119808968,119809392,,424.0,
chr8,119863663,119863938,,,275.0
chr8,122082423,122083204,,,665.0
chr8,123014506,123014741,,,119.0
chr8,124094193,124094535,,,277.0
chr8,124095066,124095326,,,178.0
chr8,124097322,124097579,,,30.0
chr8,124109088,124109810,,,631.0
chr8,124374788,124375298,,,510.0
chr8,124805321,124806063,,,501.0
chr8,124808269,124808478,209.0,,209.0
chr8,124808833,124809195,183.0,,74.0
chr8,124987697,124988515,,,397.0
chr8,125552253,125552607,,116.0,
chr8,126789582,126790187,,,196.0
chr8,126799576,126800063,480.0,,
chr8,127245753,127246497,665.0,,
chr8,127473284,127473597,,,313.0
chr8,127473669,127473869,,,93.0
chr8,127590816,127591875,440.0,,
chr8,127867530,127868298,,639.0,
chr8,129108013,129108792,,,399.0
chr8,129113568,129113855,,,287.0
chr8,129114000,129114221,,,221.0
chr8,129119069,129119388,,,319.0
chr8,129138364,129138639,,,75.5
chr8,129190332,129191010,,,229.0
chr8,129356348,129356958,,610.0,
chr8,129371382,129372610,,1228.0,
chr8,129376095,129376334,,239.0,
chr8,129391305,129392061,485.0,,
chr8,130486796,130487132,336.0,,
chr8,130881862,130882872,,,141.0
chr8,130914993,130915610,371.0,,
chr8,131011923,131012447,,,382.5
chr8,131166961,131167167,,206.0,
chr9,3032298,3032624,185.0,,
chr9,3035672,3036062,390.0,,
chr9,3334982,3335944,,,730.0
chr9,7239472,7239778,,118.0,
chr9,7239862,7240396,,534.0,
chr9,13249456,13249829,,328.0,
chr9,13368103,13368509,,406.0,
chr9,14067004,14067397,,393.0,
chr9,14085199,14085571,,372.0,
chr9,14833604,14833925,231.0,,
chr9,15513692,15514115,,,96.0
chr9,20455929,20456780,403.0,,
chr9,20780146,20781429,,,111.0
chr9,20954167,20954682,,,515.0
chr9,21029572,21029929,,,357.0
chr9,21054526,21054931,,,172.5
chr9,21069473,21069977,328.0,,
chr9,21705885,21706134,,,249.0
chr9,21889468,21890227,,,474.0
chr9,22271643,22272409,,,447.0
chr9,22455259,22455517,258.0,,
chr9,24346467,24346725,258.0,,258.0
chr9,25059319,25060330,,,808.0
chr9,25288857,25289640,,,146.0
chr9,26837401,26838514,,,950.0
chr9,30234315,30235064,166.0,,
chr9,31108152,31109620,,,1331.0
chr9,31193389,31194089,,,51.0
chr9,31194167,31194583,,,416.0
chr9,31733444,31733937,,,368.0
chr9,32345796,32346171,375.0,,
chr9,32468792,32469027,,167.0,
chr9,32469270,32469567,,297.0,
chr9,32548371,32548923,264.0,,
chr9,32713903,32714355,,452.0,
chr9,32718111,32718698,373.0,587.0,
chr9,32733400,32734299,,887.0,
chr9,32735952,32736666,,714.0,
chr9,32748767,32749446,,651.0,
chr9,32868038,32868876,437.0,838.0,
chr9,34931080,34932276,,,335.0
chr9,35112733,35113234,501.0,,501.0
chr9,36574862,36576034,112.0,,
chr9,36604358,36605200,,,20.0
chr9,37296034,37297046,,,504.0
chr9,39999733,40000482,138.0,,
chr9,40257386,40258007,578.0,,
chr9,40552394,40552798,,,303.0
chr9,40802170,40802873,,634.0,
chr9,40926120,40926495,375.0,,
chr9,41001788,41002104,,,124.0
chr9,43821121,43821354,49.0,,
chr9,43851297,43851602,,,121.0
chr9,44142435,44143278,,,789.0
chr9,44187176,44187785,457.0,,
chr9,44214970,44215940,,,18.0
chr9,44346003,44346311,308.0,,308.0
chr9,44729066,44729283,,,181.0
chr9,44850491,44850691,,,200.0
chr9,44866554,44866951,,397.0,
chr9,45763137,45763802,,,484.0
chr9,45891503,45892043,,540.0,
chr9,45957415,45957793,378.0,,131.0
chr9,48627661,48627890,,,90.0
chr9,48863405,48864087,383.0,,
chr9,50341501,50341737,,,7.0
chr9,50362745,50363318,,,315.0
chr9,51785465,51785859,,,364.0
chr9,53149144,53149537,,,377.5
chr9,55056619,55057299,,,680.0
chr9,55131419,55131791,,,203.0
chr9,55359414,55360283,,,204.0
chr9,56921041,56921684,,,485.0
chr9,57495314,57495712,398.0,,
chr9,57819842,57820246,,404.0,
chr9,57820411,57820783,,372.0,
chr9,58097422,58097675,,,253.0
chr9,58389691,58389924,,,149.0
chr9,58431045,58431434,216.0,,
chr9,59138931,59139636,442.0,,
chr9,60845998,60847354,609.0,,
chr9,61063936,61064220,,284.0,
chr9,61225501,61225927,245.0,,
chr9,61511809,61512211,,402.0,
chr9,61517474,61518048,476.0,,
chr9,61555407,61556134,537.0,,
chr9,61795794,61796158,,,341.0
chr9,62192237,62192812,,,238.0
chr9,63450044,63450752,332.0,,
chr9,63568503,63569042,539.0,,
chr9,63585828,63586186,33.0,,
chr9,64637050,64637598,,548.0,
chr9,64869274,64870123,,,255.0
chr9,65398776,65399271,98.0,,
chr9,68881806,68882765,704.0,755.0,
chr9,69137205,69138006,,,630.0
chr9,69152159,69152805,309.0,,
chr9,69162121,69162842,,,305.0
chr9,70054916,70055327,,,411.0
chr9,70504837,70505438,,,601.0
chr9,71945829,71946265,433.0,,
chr9,72379180,72379905,,,725.0
chr9,75249548,75250319,,771.0,
chr9,75257655,75258336,536.0,,
chr9,77857899,77859060,,849.0,
chr9,78295755,78296297,474.0,,
chr9,78374961,78376118,,,692.0
chr9,79640543,79641664,,,1016.0
chr9,82868827,82869748,,,786.0
chr9,83786720,83787022,,,147.0
chr9,85641905,85643658,,,323.0
chr9,86517654,86518216,,562.0,
chr9,86518296,86518883,,263.0,
chr9,88223893,88224641,,,434.0
chr9,88274843,88275635,310.0,,
chr9,88442064,88443404,,,694.0
chr9,88616742,88616968,,226.0,
chr9,88626609,88627290,,681.0,
chr9,89103719,89104083,,364.0,
chr9,90163901,90164485,,,377.0
chr9,92123895,92124756,,,434.0
chr9,92144421,92144730,,309.0,
chr9,92144817,92145763,,355.0,109.0
chr9,94341715,94342126,,411.0,
chr9,95212122,95212452,282.0,,
chr9,95440954,95441279,,,325.0
chr9,96483437,96484070,,633.0,
chr9,96570229,96570757,,528.0,
chr9,100354577,100355207,,,309.0
chr9,100977479,100978289,,,555.0
chr9,101151897,101152446,,549.0,
chr9,102737594,102738030,,,274.0
chr9,103010591,103011298,,,338.0
chr9,104233564,104234046,,,428.0
chr9,106349624,106350264,,,31.0
chr9,107198686,107199218,,532.0,165.33333333333334
chr9,107236552,107237097,,545.0,
chr9,107465279,107465820,,,296.0
chr9,107537625,107538106,,,164.0
chr9,107790138,107790682,,,316.0
chr9,107888693,107888925,218.0,,
chr9,108953493,108953873,,380.0,
chr9,108954014,108954658,,351.0,
chr9,108961503,108962376,424.0,,
chr9,108997936,108998293,,,127.0
chr9,109833752,109834509,343.0,,467.0
chr9,110378638,110379638,,,366.0
chr9,110556436,110556915,,,479.0
chr9,110897177,110897639,,,314.0
chr9,111173688,111174607,,,417.0
chr9,114349671,114350217,417.0,,
chr9,114724455,114724659,,,7.0
chr9,116097790,116098560,,770.0,
chr9,116121185,116121993,,622.0,
chr9,116247220,116248007,,,571.0
chr9,118181749,118182562,,813.0,
chr9,119266546,119266892,,,346.0
chr9,119652952,119653691,384.0,,
chr9,119803703,119804190,,,479.0
chr9,119804439,119804784,,,93.0
chr9,119890570,119891925,,,434.0
chr9,119891994,119892437,,,260.0
chr9,119939077,119939995,486.0,,
chr9,120486165,120486717,441.0,,
chr9,120685783,120686123,,340.0,340.0
chr9,121619167,121619868,,,276.0
chr9,122097730,122098294,464.0,,
chr9,122907576,122908527,,927.0,
chr9,123370939,123371304,296.0,,365.0
chr9,123626460,123627076,,509.0,
chr9,123744863,123745472,,609.0,
chr9,123832769,123833600,,734.0,
chr9,123844121,123844409,,288.0,
chr9,124060903,124061438,,526.0,
chrM,49,4961,2287.0,,
chrX,7298944,7299568,,,240.0
chrX,7442482,7443055,,573.0,
chrX,7443193,7443406,,184.0,
chrX,7524817,7525438,,,329.0
chrX,11829552,11829809,,,47.0
chrX,13229307,13229713,241.0,,
chrX,17739095,17740240,,,815.0
chrX,23250449,23250757,253.0,,
chrX,35917115,35918524,,,983.0
chrX,39696487,39697135,479.0,,
chrX,45792201,45792656,405.0,,
chrX,48227362,48228184,,785.0,
chrX,67638295,67639482,,1013.0,866.0
chrX,72919150,72920007,,,668.0
chrX,73843814,73844572,300.0,,758.0
chrX,74754433,74754962,,,426.0
chrX,75779175,75779507,,,141.0
chrX,82819660,82819882,222.0,,
chrX,91156527,91156843,,,177.0
chrX,91479657,91480491,,,478.0
chrX,91534299,91534611,,,197.0
chrX,92853562,92854080,,,518.0
chrX,98323736,98324445,,709.0,
chrX,98564253,98564559,,205.0,
chrX,98962551,98963075,107.0,,
chrX,99227049,99227556,400.0,,
chrX,103899863,103900446,284.0,,
chrX,104445734,104446165,,431.0,
chrX,104520930,104521739,,777.0,
chrX,106029435,106030237,,,189.0
chrX,109484302,109484850,434.0,,548.0
chrX,119510396,119511584,,,796.0
chrX,131135262,131136240,,,463.0
chrX,136219027,136220194,,,539.0
chrX,136990826,136991845,,,412.0
chrX,137077302,137078061,,,386.0
chrX,138662135,138663379,,,923.0
chrX,139917423,139917791,214.0,,368.0
chrX,147954788,147955912,,,895.0
chrX,148667112,148668007,,,876.0
chrX,156247392,156247913,,403.0,
chrX,160707076,160707564,,,347.0
chrX,163617608,163618416,,755.0,
chrX,166418942,166419343,,,401.0
