,chr,start,end,bp_overlap,bed
2309,chr12,77355862,77356737,80,oreganno
2310,chr12,77634243,77634598,55,oreganno
2311,chr12,77634830,77635593,134,oreganno
2312,chr12,77648983,77649243,260,oreganno
2313,chr12,78062799,78063709,810,oreganno
2314,chr12,78178391,78179053,595,oreganno
2315,chr12,79306831,79307382,501,oreganno
2316,chr12,80291801,80293071,252,oreganno
2317,chr12,81213816,81214592,730,oreganno
2318,chr12,83434959,83435431,88,oreganno
2319,chr12,85791732,85792685,738,oreganno
2320,chr12,86787827,86788605,301,oreganno
2321,chr12,86795973,86796709,623,oreganno
2322,chr12,86814349,86815090,257,oreganno
2323,chr12,88287848,88288499,351,oreganno
2324,chr12,88812528,88813549,556,oreganno
2325,chr12,93087332,93088040,35,oreganno
2326,chr12,99984329,99985883,333,oreganno
2327,chr12,101759117,101759469,347,oreganno
2328,chr12,101963083,101963868,513,oreganno
2329,chr12,104563630,104564057,427,oreganno
2330,chr12,104586777,104587213,95,oreganno
2331,chr12,105271607,105271883,276,oreganno
2332,chr12,111829329,111830191,523,oreganno
2333,chr12,113140797,113141136,339,oreganno
2334,chr12,113825409,113825625,216,oreganno
2335,chr12,113826709,113827545,836,oreganno
2336,chr12,113856187,113856594,199,oreganno
2337,chr12,113857671,113858382,606,oreganno
2338,chr12,113912807,113913256,160,oreganno
2339,chr12,113913407,113913893,349,oreganno
2340,chr13,3641450,3641718,268,oreganno
2341,chr13,5803491,5803755,264,oreganno
2342,chr13,9106263,9106854,312,oreganno
2343,chr13,12432506,12433353,23,oreganno
2344,chr13,18822528,18822879,294,oreganno
2345,chr13,21291798,21292787,615,oreganno
2346,chr13,21825987,21826372,294,oreganno
2347,chr13,22065949,22067196,416,oreganno
2348,chr13,23673232,23673652,420,oreganno
2349,chr13,24638981,24639285,68,oreganno
2350,chr13,24638981,24639285,162,oreganno
2351,chr13,24891896,24892108,212,oreganno
2352,chr13,30077835,30078529,169,oreganno
2353,chr13,30176881,30177341,339,oreganno
2354,chr13,32919794,32920092,298,oreganno
2355,chr13,33096167,33096815,626,oreganno
2356,chr13,34056389,34057695,133,oreganno
2357,chr13,34056389,34057695,886,oreganno
2358,chr13,34056389,34057695,184,oreganno
2359,chr13,34056389,34057695,49,oreganno
2360,chr13,35085427,35086457,282,oreganno
2361,chr13,37629590,37630047,457,oreganno
2362,chr13,37629590,37630047,209,oreganno
2363,chr13,37711628,37712058,430,oreganno
2364,chr13,37972682,37972882,200,oreganno
2365,chr13,38243072,38243394,311,oreganno
2366,chr13,38619430,38620713,146,oreganno
2367,chr13,38672478,38672871,326,oreganno
2368,chr13,41012395,41012649,185,oreganno
2369,chr13,41111355,41112095,152,oreganno
2370,chr13,45096376,45096596,27,oreganno
2371,chr13,45096811,45097109,4,oreganno
2372,chr13,45550862,45551455,142,oreganno
2373,chr13,46012577,46013139,484,oreganno
2374,chr13,46012577,46013139,5,oreganno
2375,chr13,47200961,47201774,565,oreganno
2376,chr13,49282570,49283685,124,oreganno
2377,chr13,51740179,51740913,69,oreganno
2378,chr13,52924533,52924899,366,oreganno
2379,chr13,53024585,53025371,719,oreganno
2380,chr13,53071884,53072197,313,oreganno
2381,chr13,53071884,53072197,313,oreganno
2382,chr13,53074803,53075050,104,oreganno
2383,chr13,53075636,53076202,173,oreganno
2384,chr13,54168788,54169271,34,oreganno
2385,chr13,55291415,55292017,195,oreganno
2386,chr13,58258804,58260241,258,oreganno
2387,chr13,58315921,58316330,253,oreganno
2388,chr13,58316850,58317521,282,oreganno
2389,chr13,59923888,59924912,61,oreganno
2390,chr13,63666062,63666474,331,oreganno
2391,chr13,67005629,67006701,734,oreganno
2392,chr13,67552083,67552843,276,oreganno
2393,chr13,67552083,67552843,30,oreganno
2394,chr13,67584718,67585624,736,oreganno
2395,chr13,74162471,74163081,586,oreganno
2396,chr13,74162471,74163081,386,oreganno
2397,chr13,75844462,75845264,170,oreganno
2398,chr13,75934841,75935708,354,oreganno
2399,chr13,76235650,76236659,680,oreganno
2400,chr13,81024564,81025725,1161,oreganno
2401,chr13,81508560,81508942,15,oreganno
2402,chr13,81899472,81899716,231,oreganno
2403,chr13,85428465,85429632,506,oreganno
2404,chr13,90980612,90980892,280,oreganno
2405,chr13,91062207,91063324,275,oreganno
2406,chr13,96660875,96661448,232,oreganno
2407,chr13,96660875,96661448,178,oreganno
2408,chr13,99585010,99585793,682,oreganno
2409,chr13,99666501,99667122,411,oreganno
2410,chr13,99714499,99715160,202,oreganno
2411,chr13,102489163,102489737,21,oreganno
2412,chr13,103667209,103667423,214,oreganno
2413,chr13,104968111,104969487,1114,oreganno
2414,chr13,105075158,105075631,231,oreganno
2415,chr13,105078080,105078392,312,oreganno
2416,chr13,108834171,108835215,123,oreganno
2417,chr13,110231011,110231346,335,oreganno
2418,chr13,111534232,111534432,200,oreganno
2419,chr13,111534551,111534753,202,oreganno
2420,chr13,112561385,112561884,88,oreganno
2421,chr13,112726116,112726828,455,oreganno
2422,chr13,112774164,112774764,538,oreganno
2423,chr13,113699916,113700116,200,oreganno
2424,chr13,114404795,114405610,279,oreganno
2425,chr13,115607940,115608933,332,oreganno
2426,chr13,115705008,115705684,485,oreganno
2427,chr14,8912599,8913567,680,oreganno
2428,chr14,8931844,8932451,282,oreganno
2429,chr14,9005193,9006380,254,oreganno
2430,chr14,9147059,9147259,152,oreganno
2431,chr14,14900162,14901593,812,oreganno
2432,chr14,17075474,17076514,854,oreganno
2433,chr14,17197049,17197944,376,oreganno
2434,chr14,19102936,19104027,150,oreganno
2435,chr14,21493188,21494112,924,oreganno
2436,chr14,22154059,22154399,340,oreganno
2437,chr14,22478911,22479214,303,oreganno
2438,chr14,26277071,26277594,498,oreganno
2439,chr14,26278402,26278879,477,oreganno
2440,chr14,26285806,26286052,246,oreganno
2441,chr14,26346709,26347245,536,oreganno
2442,chr14,26587820,26588522,7,oreganno
2443,chr14,28321140,28321969,480,oreganno
2444,chr14,31529671,31530078,253,oreganno
2445,chr14,31530181,31530450,269,oreganno
2446,chr14,31764106,31765017,207,oreganno
2447,chr14,31764106,31765017,577,oreganno
2448,chr14,31941565,31942485,172,oreganno
2449,chr14,32453757,32454690,310,oreganno
2450,chr14,32453757,32454690,258,oreganno
2451,chr14,32474725,32475676,405,oreganno
2452,chr14,33005771,33005983,148,oreganno
2453,chr14,37781304,37782450,249,oreganno
2454,chr14,37947734,37949043,650,oreganno
2455,chr14,37977884,37978273,205,oreganno
2456,chr14,37978470,37978989,381,oreganno
2457,chr14,47441174,47441457,283,oreganno
2458,chr14,48153322,48153851,313,oreganno
2459,chr14,48153322,48153851,277,oreganno
2460,chr14,49791429,49792031,602,oreganno
2461,chr14,49792269,49792519,236,oreganno
2462,chr14,51702229,51703105,745,oreganno
2463,chr14,51708398,51709536,287,oreganno
2464,chr14,51708398,51709536,567,oreganno
2465,chr14,51708398,51709536,245,oreganno
2466,chr14,51710091,51710813,712,oreganno
2467,chr14,52503040,52503684,157,oreganno
2468,chr14,52504162,52504804,642,oreganno
2469,chr14,52532836,52533714,161,oreganno
2470,chr14,54980259,54981099,510,oreganno
2471,chr14,55136051,55136657,260,oreganno
2472,chr14,55196960,55197351,147,oreganno
2473,chr14,55196960,55197351,191,oreganno
2474,chr14,55221984,55222518,378,oreganno
2475,chr14,56196966,56197744,42,oreganno
2476,chr14,56203883,56204511,583,oreganno
2477,chr14,56501009,56501501,369,oreganno
2478,chr14,56503646,56504089,443,oreganno
2479,chr14,60216140,60217242,1005,oreganno
2480,chr14,60748260,60749032,37,oreganno
2481,chr14,60869964,60870955,515,oreganno
2482,chr14,61791342,61792493,239,oreganno
2483,chr14,62308245,62308462,61,oreganno
2484,chr14,63741103,63742089,262,oreganno
2485,chr14,65059010,65060063,174,oreganno
2486,chr14,65962278,65963063,785,oreganno
2487,chr14,65976755,65977601,212,oreganno
2488,chr14,65976755,65977601,282,oreganno
2489,chr14,66766483,66766820,337,oreganno
2490,chr14,69943867,69944273,368,oreganno
2491,chr14,70261239,70261637,398,oreganno
2492,chr14,70456059,70456383,129,oreganno
2493,chr14,70456648,70457215,567,oreganno
2494,chr14,70740861,70741436,168,oreganno
2495,chr14,71166383,71166925,440,oreganno
2496,chr14,71167234,71167623,205,oreganno
2497,chr14,73637634,73638891,354,oreganno
2498,chr14,73653449,73653678,207,oreganno
2499,chr14,73784837,73785283,203,oreganno
2500,chr14,75131760,75132446,72,oreganno
2501,chr14,75683818,75684558,740,oreganno
2502,chr14,76153791,76154626,577,oreganno
2503,chr14,100858374,100858794,420,oreganno
2504,chr14,100858374,100858794,133,oreganno
2505,chr14,102241454,102242194,740,oreganno
2506,chr14,103497766,103498236,355,oreganno
2507,chr14,103498536,103499257,721,oreganno
2508,chr14,104426456,104426663,207,oreganno
2509,chr14,118523276,118523984,147,oreganno
2510,chr14,120675536,120675834,253,oreganno
2511,chr14,120797476,120797857,381,oreganno
2512,chr14,120806095,120806450,86,oreganno
2513,chr14,120806095,120806450,355,oreganno
2514,chr14,121231050,121231711,376,oreganno
2515,chr14,121452164,121452543,379,oreganno
2516,chr14,122297653,122298188,339,oreganno
2517,chr14,122298278,122298667,389,oreganno
2518,chr14,122350673,122350979,306,oreganno
2519,chr14,122933087,122933902,219,oreganno
2520,chr14,123301076,123301808,252,oreganno
2521,chr15,3220565,3221069,16,oreganno
2522,chr15,3220565,3221069,449,oreganno
2523,chr15,5057952,5058954,261,oreganno
2524,chr15,5134820,5136206,948,oreganno
2525,chr15,6658839,6659268,133,oreganno
2526,chr15,9000628,9001204,138,oreganno
2527,chr15,9526338,9526753,415,oreganno
2528,chr15,9529817,9530267,100,oreganno
2529,chr15,11329025,11329800,96,oreganno
2530,chr15,11939899,11940918,422,oreganno
2531,chr15,31382885,31383684,483,oreganno
2532,chr15,35300586,35301796,460,oreganno
2533,chr15,36233252,36234131,25,oreganno
2534,chr15,36325890,36326433,360,oreganno
2535,chr15,36325890,36326433,543,oreganno
2536,chr15,37065391,37065829,438,oreganno
2537,chr15,38400042,38401037,975,oreganno
2538,chr15,38639919,38640342,152,oreganno
2539,chr15,44450323,44451754,257,oreganno
2540,chr15,44579529,44580377,87,oreganno
2541,chr15,58719447,58719704,88,oreganno
2542,chr15,58720111,58721162,643,oreganno
2543,chr15,59479267,59480209,291,oreganno
2544,chr15,59484431,59485061,386,oreganno
2545,chr15,59484431,59485061,172,oreganno
2546,chr15,59539400,59539677,254,oreganno
2547,chr15,59928760,59929136,376,oreganno
2548,chr15,61996262,61996778,362,oreganno
2549,chr15,66392202,66393016,601,oreganno
2550,chr15,66976921,66977267,52,oreganno
2551,chr15,73000916,73001287,329,oreganno
2552,chr15,75692551,75692949,32,oreganno
2553,chr15,75900129,75900519,390,oreganno
2554,chr15,76446703,76447233,197,oreganno
2555,chr15,76455872,76456753,13,oreganno
2556,chr15,76455872,76456753,13,oreganno
2557,chr15,77801076,77801643,264,oreganno
2558,chr15,78362368,78362862,434,oreganno
2559,chr15,78411874,78412454,426,oreganno
2560,chr15,78678985,78679219,196,oreganno
2561,chr15,79158447,79158963,14,oreganno
2562,chr15,79571207,79572044,325,oreganno
2563,chr15,79572281,79572649,307,oreganno
2564,chr15,79758078,79758482,365,oreganno
2565,chr15,79913612,79914189,527,oreganno
2566,chr15,79913612,79914189,458,oreganno
2567,chr15,80064074,80064755,681,oreganno
2568,chr15,81640626,81640850,224,oreganno
2569,chr15,81641242,81642012,184,oreganno
2570,chr15,88721126,88722285,51,oreganno
2571,chr15,89040518,89041072,164,oreganno
2572,chr15,96115703,96116560,603,oreganno
2573,chr15,96116912,96117346,434,oreganno
2574,chr15,96291193,96292223,1030,oreganno
2575,chr15,96529057,96529742,412,oreganno
2576,chr15,96529945,96530836,5,oreganno
2577,chr15,96539816,96540823,697,oreganno
2578,chr15,97203024,97204850,761,oreganno
2579,chr15,98593366,98593929,501,oreganno
2580,chr15,98661158,98661439,281,oreganno
2581,chr15,101076549,101077455,906,oreganno
2582,chr15,101980550,101981365,86,oreganno
2583,chr15,102062275,102062535,222,oreganno
2584,chr16,3872052,3872773,21,oreganno
2585,chr16,4559723,4559977,254,oreganno
2586,chr16,4885906,4886227,151,oreganno
2587,chr16,4886392,4886826,44,oreganno
2588,chr16,4964125,4964897,394,oreganno
2589,chr16,8406800,8407028,228,oreganno
2590,chr16,10741245,10741618,373,oreganno
2591,chr16,10976114,10976648,248,oreganno
2592,chr16,10992268,10993574,427,oreganno
2593,chr16,11908830,11909730,440,oreganno
2594,chr16,13437053,13438270,758,oreganno
2595,chr16,13440646,13440858,212,oreganno
2596,chr16,13902553,13903926,780,oreganno
2597,chr16,15636832,15638181,1218,oreganno
2598,chr16,17276177,17276817,120,oreganno
2599,chr16,17276917,17277296,379,oreganno
2600,chr16,18416573,18416911,204,oreganno
2601,chr16,18416573,18416911,269,oreganno
2602,chr16,18811352,18812639,631,oreganno
2603,chr16,20097328,20098535,712,oreganno
2604,chr16,21947004,21947894,225,oreganno
2605,chr16,22439476,22440245,693,oreganno
2606,chr16,23984816,23985424,195,oreganno
2607,chr16,24222920,24223656,225,oreganno
2608,chr16,24222920,24223656,53,oreganno
2609,chr16,24392708,24393681,286,oreganno
2610,chr16,30009644,30010049,323,oreganno
2611,chr16,30064304,30064547,134,oreganno
2612,chr16,30187895,30188703,74,oreganno
2613,chr16,30503979,30504516,534,oreganno
2614,chr16,32087687,32088127,440,oreganno
2615,chr16,32107741,32108558,702,oreganno
2616,chr16,32165388,32165839,68,oreganno
2617,chr16,32430853,32431204,138,oreganno
2618,chr16,32430853,32431204,138,oreganno
2619,chr16,32430853,32431204,7,oreganno
2620,chr16,32430853,32431204,30,oreganno
2621,chr16,32431488,32431769,141,oreganno
2622,chr16,32434131,32434617,437,oreganno
2623,chr16,33684350,33684713,245,oreganno
2624,chr16,33830188,33830528,303,oreganno
2625,chr16,33966212,33967302,360,oreganno
2626,chr16,33988509,33989107,446,oreganno
2627,chr16,36040887,36041684,460,oreganno
2628,chr16,36827910,36828815,847,oreganno
2629,chr16,37867945,37868908,912,oreganno
2630,chr16,43574192,43574459,267,oreganno
2631,chr16,44320271,44320816,270,oreganno
2632,chr16,45952430,45952926,449,oreganno
2633,chr16,52061131,52061664,533,oreganno
2634,chr16,55863563,55863969,224,oreganno
2635,chr16,57391582,57391782,200,oreganno
2636,chr16,58751441,58751827,386,oreganno
2637,chr16,62853733,62854361,356,oreganno
2638,chr16,64872711,64874058,213,oreganno
2639,chr16,70313980,70315079,1099,oreganno
2640,chr16,76202399,76202769,370,oreganno
2641,chr16,76225462,76226078,139,oreganno
2642,chr16,76225462,76226078,44,oreganno
2643,chr16,76346293,76346678,238,oreganno
2644,chr16,76354558,76354949,71,oreganno
2645,chr16,76373136,76374453,596,oreganno
2646,chr16,77099518,77099856,160,oreganno
2647,chr16,78265034,78265678,371,oreganno
2648,chr16,90221388,90221855,54,oreganno
2649,chr16,90221930,90222143,213,oreganno
2650,chr16,91373485,91373960,134,oreganno
2651,chr16,91374076,91374906,41,oreganno
2652,chr16,91522802,91523002,200,oreganno
2653,chr16,93608002,93608319,317,oreganno
2654,chr16,94511727,94512166,44,oreganno
2655,chr17,4993666,4994130,113,oreganno
2656,chr17,4994187,4994578,391,oreganno
2657,chr17,4994912,4995431,26,oreganno
2658,chr17,5295652,5295858,206,oreganno
2659,chr17,10425237,10425764,472,oreganno
2660,chr17,10494050,10494264,114,oreganno
2661,chr17,13003313,13003527,214,oreganno
2662,chr17,13108623,13109825,858,oreganno
2663,chr17,13744737,13745263,462,oreganno
2664,chr17,13745711,13746019,308,oreganno
2665,chr17,15604605,15604983,213,oreganno
2666,chr17,23735716,23736440,675,oreganno
2667,chr17,23908473,23908891,418,oreganno
2668,chr17,24357514,24357950,436,oreganno
2669,chr17,25152662,25153494,601,oreganno
2670,chr17,25910554,25910754,200,oreganno
2671,chr17,26644522,26644754,124,oreganno
2672,chr17,26813074,26814196,535,oreganno
2673,chr17,26917872,26918072,121,oreganno
2674,chr17,27936918,27937309,355,oreganno
2675,chr17,28144218,28144519,111,oreganno
2676,chr17,28835114,28835394,47,oreganno
2677,chr17,29629676,29630058,277,oreganno
2678,chr17,31432096,31433113,637,oreganno
2679,chr17,33229435,33229787,352,oreganno
2680,chr17,33855463,33855924,251,oreganno
2681,chr17,34077126,34077722,596,oreganno
2682,chr17,34239816,34240061,245,oreganno
2683,chr17,34399986,34400494,345,oreganno
2684,chr17,35378286,35378752,2,oreganno
2685,chr17,35378286,35378752,33,oreganno
2686,chr17,36133997,36134279,4,oreganno
2687,chr17,36157202,36158002,491,oreganno
2688,chr17,36368249,36368664,415,oreganno
2689,chr17,37079304,37079904,501,oreganno
2690,chr17,45570287,45571030,665,oreganno
2691,chr17,46919365,46920349,487,oreganno
2692,chr17,47648034,47648457,423,oreganno
2693,chr17,53709131,53710069,330,oreganno
2694,chr17,56218263,56219187,545,oreganno
2695,chr17,56395238,56396400,304,oreganno
2696,chr17,56752648,56753111,63,oreganno
2697,chr17,56903991,56904855,745,oreganno
2698,chr17,57199307,57200356,775,oreganno
2699,chr17,63673410,63673854,444,oreganno
2700,chr17,64939859,64940103,244,oreganno
2701,chr17,64949746,64950910,589,oreganno
2702,chr17,64966939,64967584,254,oreganno
2703,chr17,66234087,66235090,773,oreganno
2704,chr17,68090636,68090899,263,oreganno
2705,chr17,71201558,71202464,906,oreganno
2706,chr17,71317974,71318363,389,oreganno
2707,chr17,71947636,71948527,365,oreganno
2708,chr17,74298821,74299511,63,oreganno
2709,chr17,74298821,74299511,111,oreganno
2710,chr17,74888573,74889365,683,oreganno
2711,chr17,80526586,80526994,285,oreganno
2712,chr17,80527116,80527362,246,oreganno
2713,chr17,80952501,80953476,556,oreganno
2714,chr17,80952501,80953476,425,oreganno
2715,chr17,84260987,84262287,988,oreganno
2716,chr17,84586958,84588239,599,oreganno
2717,chr17,85277230,85277567,337,oreganno
2718,chr17,86895021,86895581,95,oreganno
2719,chr17,87361659,87362693,329,oreganno
2720,chr17,87683081,87683591,152,oreganno
2721,chr17,87970927,87971308,290,oreganno
2722,chr17,95233520,95234526,335,oreganno
2723,chr18,3280585,3281491,628,oreganno
2724,chr18,3495460,3495688,142,oreganno
2725,chr18,4375414,4376046,578,oreganno
2726,chr18,4920080,4920953,772,oreganno
2727,chr18,6055573,6055920,347,oreganno
2728,chr18,6135522,6136858,1192,oreganno
2729,chr18,6135522,6136858,514,oreganno
2730,chr18,6135522,6136858,360,oreganno
2731,chr18,6489849,6490925,980,oreganno
2732,chr18,11052365,11052565,200,oreganno
2733,chr18,14941261,14942049,640,oreganno
2734,chr18,21304243,21304443,200,oreganno
2735,chr18,23969239,23969806,41,oreganno
2736,chr18,23969239,23969806,391,oreganno
2737,chr18,32307064,32307528,209,oreganno
2738,chr18,32399496,32400218,530,oreganno
2739,chr18,32717558,32718293,1,oreganno
2740,chr18,33372983,33373949,136,oreganno
2741,chr18,34665458,34666126,282,oreganno
2742,chr18,34783605,34784698,398,oreganno
2743,chr18,34918207,34919405,874,oreganno
2744,chr18,34943052,34943619,285,oreganno
2745,chr18,36562846,36563212,291,oreganno
2746,chr18,36903880,36904913,445,oreganno
2747,chr18,36961182,36961754,572,oreganno
2748,chr18,38344859,38345071,212,oreganno
2749,chr18,38509545,38510070,363,oreganno
2750,chr18,38539835,38540207,139,oreganno
2751,chr18,39190836,39191036,142,oreganno
2752,chr18,39194783,39195474,691,oreganno
2753,chr18,39300184,39300934,425,oreganno
2754,chr18,39300184,39300934,711,oreganno
2755,chr18,40467721,40467921,200,oreganno
2756,chr18,42434530,42435268,228,oreganno
2757,chr18,44560104,44560497,131,oreganno
2758,chr18,46775294,46775546,252,oreganno
2759,chr18,46775294,46775546,216,oreganno
2760,chr18,46900767,46901487,623,oreganno
2761,chr18,56559027,56560197,925,oreganno
2762,chr18,57514078,57514580,502,oreganno
2763,chr18,60906159,60907156,923,oreganno
2764,chr18,61774126,61774534,177,oreganno
2765,chr18,61990420,61990668,241,oreganno
2766,chr18,66617637,66618868,349,oreganno
2767,chr18,68218549,68219525,469,oreganno
2768,chr18,68459436,68460577,48,oreganno
2769,chr18,69503759,69504372,518,oreganno
2770,chr18,75526686,75527305,21,oreganno
2771,chr18,75526686,75527305,27,oreganno
2772,chr18,75526686,75527305,27,oreganno
2773,chr18,75526686,75527305,21,oreganno
2774,chr18,75526686,75527305,31,oreganno
2775,chr18,75606597,75607258,132,oreganno
2776,chr18,76400502,76401633,773,oreganno
2777,chr18,77216639,77217100,461,oreganno
2778,chr18,80751596,80752100,504,oreganno
2779,chr18,80751596,80752100,287,oreganno
2780,chr19,3575616,3576388,283,oreganno
2781,chr19,3912540,3913231,360,oreganno
2782,chr19,4942786,4943233,447,oreganno
2783,chr19,5488959,5489420,18,oreganno
2784,chr19,5803348,5803821,73,oreganno
2785,chr19,5845253,5846205,408,oreganno
2786,chr19,5845253,5846205,296,oreganno
2787,chr19,5846583,5846855,268,oreganno
2788,chr19,5964006,5964427,8,oreganno
2789,chr19,5964006,5964427,9,oreganno
2790,chr19,6076981,6077461,265,oreganno
2791,chr19,6242223,6242653,425,oreganno
2792,chr19,7131025,7131286,261,oreganno
2793,chr19,8955046,8955629,432,oreganno
2794,chr19,11182247,11182653,372,oreganno
2795,chr19,12549921,12550276,355,oreganno
2796,chr19,12562600,12562905,167,oreganno
2797,chr19,12575977,12576852,707,oreganno
2798,chr19,12869993,12871519,581,oreganno
2799,chr19,23209440,23209702,262,oreganno
2800,chr19,23209440,23209702,110,oreganno
2801,chr19,23210404,23210710,33,oreganno
2802,chr19,23215068,23215907,620,oreganno
2803,chr19,28084229,28084717,128,oreganno
2804,chr19,28085416,28086486,1070,oreganno
2805,chr19,29138363,29138705,342,oreganno
2806,chr19,29138766,29138966,131,oreganno
2807,chr19,29493008,29493519,487,oreganno
2808,chr19,30104574,30105347,773,oreganno
2809,chr19,30193093,30193632,422,oreganno
2810,chr19,30193093,30193632,236,oreganno
2811,chr19,32260886,32261605,348,oreganno
2812,chr19,32260886,32261605,441,oreganno
2813,chr19,34318504,34318975,471,oreganno
2814,chr19,34364687,34365601,263,oreganno
2815,chr19,34364687,34365601,651,oreganno
2816,chr19,34600863,34601450,268,oreganno
2817,chr19,34601542,34602231,646,oreganno
2818,chr19,37281194,37281632,438,oreganno
2819,chr19,37281764,37282459,89,oreganno
2820,chr19,37634086,37634859,475,oreganno
2821,chr19,37634086,37634859,110,oreganno
2822,chr19,40552042,40552706,420,oreganno
2823,chr19,41413598,41414185,463,oreganno
2824,chr19,41904173,41904572,399,oreganno
2825,chr19,42164390,42165039,649,oreganno
2826,chr19,43598719,43599461,648,oreganno
2827,chr19,43598719,43599461,66,oreganno
2828,chr19,44341128,44342051,361,oreganno
2829,chr19,44462848,44463417,89,oreganno
2830,chr19,45080676,45081347,104,oreganno
2831,chr19,45089881,45090436,406,oreganno
2832,chr19,46577301,46577593,292,oreganno
2833,chr19,46577985,46578756,771,oreganno
2834,chr19,47044520,47045080,265,oreganno
2835,chr19,47142021,47142256,194,oreganno
2836,chr19,47142753,47143220,467,oreganno
2837,chr19,53674258,53675106,848,oreganno
2838,chr19,53964047,53964449,400,oreganno
2839,chr19,53964047,53964449,402,oreganno
2840,chr19,57435065,57435563,51,oreganno
2841,chr19,57486282,57486576,294,oreganno
2842,chr19,61275306,61276089,551,oreganno
2843,chr2,4839841,4840430,28,oreganno
2844,chr2,5300188,5300551,363,oreganno
2845,chr2,5765585,5766623,778,oreganno
2846,chr2,6243310,6243999,689,oreganno
2847,chr2,6244347,6244608,259,oreganno
2848,chr2,11210049,11210372,319,oreganno
2849,chr2,11253231,11253465,234,oreganno
2850,chr2,13494940,13496330,6,oreganno
2851,chr2,13494940,13496330,20,oreganno
2852,chr2,13494940,13496330,72,oreganno
2853,chr2,14976357,14977693,1336,oreganno
2854,chr2,17566236,17566605,330,oreganno
2855,chr2,18508755,18509464,155,oreganno
2856,chr2,19336042,19337098,314,oreganno
2857,chr2,19578576,19579796,1039,oreganno
2858,chr2,20883236,20883824,587,oreganno
2859,chr2,22599836,22600544,708,oreganno
2860,chr2,24774928,24775539,248,oreganno
2861,chr2,25321204,25321662,23,oreganno
2862,chr2,27331041,27331910,784,oreganno
2863,chr2,29202130,29202525,395,oreganno
2864,chr2,29533462,29533682,220,oreganno
2865,chr2,29979798,29980475,358,oreganno
2866,chr2,30319365,30320146,599,oreganno
2867,chr2,31315397,31315868,145,oreganno
2868,chr2,31993234,31993799,565,oreganno
2869,chr2,32570011,32571020,433,oreganno
2870,chr2,32772973,32773529,556,oreganno
2871,chr2,34262154,34262630,444,oreganno
2872,chr2,37213886,37214990,239,oreganno
2873,chr2,44776018,44776545,456,oreganno
2874,chr2,44776700,44776917,217,oreganno
2875,chr2,48669502,48670216,714,oreganno
2876,chr2,48670298,48670851,339,oreganno
2877,chr2,49337797,49338086,148,oreganno
2878,chr2,51927888,51928837,435,oreganno
2879,chr2,52234009,52234681,378,oreganno
2880,chr2,57105355,57105572,217,oreganno
2881,chr2,60054633,60054874,135,oreganno
2882,chr2,62228860,62229581,248,oreganno
2883,chr2,62249049,62250248,326,oreganno
2884,chr2,65008354,65009450,244,oreganno
2885,chr2,65008354,65009450,227,oreganno
2886,chr2,69735891,69736715,343,oreganno
2887,chr2,75481351,75482040,650,oreganno
2888,chr2,75541435,75543187,1752,oreganno
2889,chr2,75669893,75671235,432,oreganno
2890,chr2,84457910,84458287,346,oreganno
2891,chr2,84500450,84500868,418,oreganno
2892,chr2,84510466,84511500,423,oreganno
2893,chr2,84887579,84888928,735,oreganno
2894,chr2,84900814,84901487,18,oreganno
2895,chr2,93299031,93300110,742,oreganno
2896,chr2,94018539,94019347,253,oreganno
2897,chr2,98502376,98503113,737,oreganno
2898,chr2,98505133,98505418,285,oreganno
2899,chr2,98506384,98507488,1104,oreganno
2900,chr2,101668276,101668503,227,oreganno
2901,chr2,103324834,103325924,440,oreganno
2902,chr2,103416550,103416886,244,oreganno
2903,chr2,103440429,103441091,62,oreganno
2904,chr2,103440429,103441091,2,oreganno
2905,chr2,104333247,104333874,388,oreganno
2906,chr2,105843119,105843734,615,oreganno
2907,chr2,118082486,118082905,63,oreganno
2908,chr2,119488202,119488882,584,oreganno
2909,chr2,121853661,121854652,512,oreganno
2910,chr2,121974165,121974627,249,oreganno
2911,chr2,122069559,122069935,363,oreganno
2912,chr2,126255119,126255361,48,oreganno
2913,chr2,126255119,126255361,242,oreganno
2914,chr2,126500872,126501288,416,oreganno
2915,chr2,126501457,126502060,157,oreganno
2916,chr2,128792671,128793332,661,oreganno
2917,chr2,128955023,128955702,545,oreganno
2918,chr2,130275503,130276266,763,oreganno
2919,chr2,130389072,130389758,168,oreganno
2920,chr2,130454975,130455979,742,oreganno
2921,chr2,131371175,131371850,141,oreganno
2922,chr2,139995732,139996868,321,oreganno
2923,chr2,143835491,143836119,593,oreganno
2924,chr2,143835491,143836119,129,oreganno
2925,chr2,145059404,145060044,149,oreganno
2926,chr2,146240373,146240635,262,oreganno
2927,chr2,146240702,146241103,30,oreganno
2928,chr2,146838256,146839583,198,oreganno
2929,chr2,148515318,148515637,30,oreganno
2930,chr2,151566418,151567228,427,oreganno
2931,chr2,152186017,152186594,564,oreganno
2932,chr2,152223826,152224173,286,oreganno
2933,chr2,153433954,153434332,160,oreganno
2934,chr2,154429232,154430153,696,oreganno
2935,chr2,154899706,154900489,162,oreganno
2936,chr2,155652198,155652677,479,oreganno
2937,chr2,155833516,155834094,526,oreganno
2938,chr2,157979814,157980340,360,oreganno
2939,chr2,160471303,160471934,619,oreganno
2940,chr2,160698140,160699160,1020,oreganno
2941,chr2,164266658,164266981,323,oreganno
2942,chr2,164858742,164859197,47,oreganno
